Datasource,Timestamp,How many WEEKS do you think it’ll take before your daily life returns to normal?,What year were you born?,What is your gender?,What is your ethnicity?,What is the zip code (i.e. postal code) of the place you currently live in?,What is your employment status?,Is any of your loved ones at higher risk of COVID-19? (check all that apply),"In the past 48 hours, I... (check all that apply)","On a scale of 1 to 10, how reasonable do you think the public reaction is to COVID-19 now? (1 is under-reacting and 10 is overreacting)","On a scale of 1 to 10, how much do you trust the government to respond to COVID-19 effectively? (1 is strongly distrust and 10 is strongly trust)","""COVID-19 has led me to drastically change my daily routines and the way I spend my day."" How much do you agree or disagree with this statement?","How are you doing financially today, compared to a year ago?",What industry are you part of?,What is your income?
Google1,3/16/20 17:15,25,1979,Male,Asian/Asian American,98121,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,1+2,,,,
Google1,3/16/20 17:21,12,1967,Male,Caucasian,98117,Self-employed,"Yes, due to their age (60+)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,5+6,,,,
Google1,3/16/20 17:27,12,1994,Female,Asian/Asian American,94025,Employed full-time,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 17:27,12,1987,Female,Caucasian,11211,Self-employed,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Ate at a restaurant, Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 17:43,30,1989,Male,Caucasian,20010,Employed full-time,"Yes, due to their age (60+)","Ate at a restaurant, Maintained 3 feet distance between myself and other people outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,3+4,,,,
Google1,3/16/20 17:56,16,1984,Female,Caucasian,98034,Not employed,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,5+6,,,,
Google1,3/16/20 18:14,10,1984,Female,Caucasian,52001,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Ate at a restaurant, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/16/20 18:19,20,1971,Female,Caucasian,94301,Self-employed,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/16/20 18:52,12,1989,Male,"Caucasian, Hispanic/Latinx",19130,Employed full-time,"Yes, due to their age (60+)","Ate at a restaurant, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,7+8,,,,
Google1,3/16/20 19:29,8,1989,Female,Asian/Asian American,94040,Employed full-time,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap",3+4,5+6,,,,
Google1,3/16/20 19:57,10,1985,Male,Caucasian,11211,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap",5+6,3+4,,,,
Google1,3/16/20 20:44,52,1994,Male,Asian/Asian American,94107,Self-employed,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Ate at a restaurant, Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Attended in-person gatherings outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/16/20 21:02,12,1981,Female,Asian/Asian American,94560,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/16/20 23:50,12,1992,Male,Asian/Asian American,75074,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/17/20 0:08,10,1993,Male,Asian/Asian American,98122,Employed full-time,No,"Made an effort to avoid touching my eyes, nose and mouth, Attended in-person gatherings outside of my household, Increased frequency of hand washing with soap",3+4,3+4,,,,
Google1,3/17/20 1:05,6,1983,Female,Caucasian,Spain,Not employed,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)",Did not leave my home for non-critical needs,7+8,3+4,,,,
Google1,3/17/20 7:55,6,1983,Male,Asian/Asian American,94560,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Maintained 3 feet distance between myself and other people outside of my household, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,3+4,,,,
Google1,3/17/20 8:30,8,1987,Male,Caucasian,94536,Employed full-time,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",1+2,3+4,,,,
Google1,3/17/20 8:37,10,1947,Female,Asian/Asian American,20003,Not employed,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap",1+2,3+4,,,,
Google1,3/17/20 8:54,52,1992,Male,Asian/Asian American,94304,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Ate at a restaurant, Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",7+8,5+6,,,,
Google1,3/17/20 9:17,12,1975,Female,Caucasian,98133,Self-employed,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/17/20 9:21,12,1965,Female,Caucasian,98103,Self-employed,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/17/20 9:39,16,1987,Female,Asian/Asian American,"Paris, France",Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/17/20 9:45,10,1985,Male,Caucasian,"Paris, France",Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,7+8,,,,
Google1,3/17/20 10:00,12,1974,Female,Caucasian,8540,Employed part-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Maintained 3 feet distance between myself and other people outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/17/20 10:39,12,1980,Male,"Caucasian, Asian/Asian American",98033,Not employed,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Maintained 3 feet distance between myself and other people outside of my household, Increased frequency of hand washing with soap",3+4,1+2,,,,
Google1,3/17/20 10:44,8,1987,Female,Asian/Asian American,98122,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/17/20 10:53,52,1978,Male,Caucasian,11795,Employed part-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",1+2,5+6,,,,
Google1,3/17/20 10:55,12,1978,Female,Caucasian,10023,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/17/20 11:02,7,1975,Male,Caucasian,94555,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",3+4,5+6,,,,
Google1,3/17/20 11:04,16,1982,Female,"Caucasian, Asian/Asian American",98033,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",1+2,1+2,,,,
Google1,3/17/20 11:07,30,1981,Male,Caucasian,94110,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,7+8,,,,
Google1,3/17/20 11:17,12,1977,Male,Caucasian,20853,Employed full-time,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,3+4,,,,
Google1,3/17/20 11:19,25,1977,Male,Caucasian,95054,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/17/20 11:35,8,1982,Female,Caucasian,97201,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/17/20 11:56,8,1981,Male,Caucasian,"toronto, canada",Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Increased frequency of hand washing with soap",3+4,7+8,,,,
Google1,3/17/20 11:57,13,1983,Male,Asian/Asian American,94041,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household",1+2,3+4,,,,
Google1,3/17/20 12:00,16,1980,Male,Caucasian,20910,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/17/20 12:13,20,1984,Male,Caucasian,2906,Employed full-time,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/17/20 12:21,12,1953,Female,Caucasian,20781,Employed part-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/17/20 13:26,18,1983,Male,"Caucasian, Jewish",94103,Self-employed,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,3+4,,,,
Google1,3/17/20 13:34,7,1989,Male,Asian/Asian American,10010,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/17/20 13:35,8,1991,Female,Hispanic/Latinx,94112,Employed full-time,I don't know,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",9+10,7+8,,,,
Google1,3/17/20 14:47,26,1981,Male,Caucasian,94041,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap",9+10,9+10,,,,
Google1,3/17/20 14:53,5,1993,Female,Asian/Asian American,94103,Employed full-time,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,1+2,,,,
Google1,3/17/20 15:31,16,1988,Male,Caucasian,94123,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,1+2,,,,
Google1,3/17/20 15:56,12,1982,Male,Caucasian,89102,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/17/20 16:47,20,1987,Male,Asian/Asian American,94158,Self-employed,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/17/20 16:52,9,1990,Male,Caucasian,94110,Self-employed,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",1+2,1+2,,,,
Google1,3/17/20 17:00,18,1985,Male,Caucasian,94043,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,5+6,,,,
Google1,3/17/20 17:47,30,1981,Male,Prefer not to say,South Korea,Employed full-time,No,"Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,5+6,,,,
Google1,3/17/20 18:07,16,1985,Male,Caucasian,11217,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap",1+2,1+2,,,,
Google1,3/17/20 18:09,2,1979,Female,Caucasian,80211,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Attended in-person gatherings outside of my household, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",7+8,5+6,,,,
Google1,3/17/20 18:21,12,1979,Male,Caucasian,20012,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Increased frequency of hand washing with soap",1+2,1+2,,,,
Google1,3/17/20 19:02,110,1980,Female,Caucasian,98028,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap",3+4,1+2,,,,
Google1,3/17/20 20:06,12,1937,Male,Caucasian,92653,Not employed,I don't know,"Ate at a restaurant, Maintained 3 feet distance between myself and other people outside of my household, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap",9+10,9+10,,,,
Google1,3/17/20 21:45,8,1991,Male,Asian/Asian American,92108,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,5+6,,,,
Google1,3/17/20 22:58,3,1974,Male,Caucasian,97221,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Rescheduled or canceled pre-arranged travel plans, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",9+10,7+8,,,,
Google1,3/18/20 5:33,10,1984,Female,Caucasian,2129,Employed full-time,"Yes, due to their age (60+), Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",1+2,1+2,,,,
Google1,3/18/20 8:25,6,1990,Female,Asian/Asian American,94086,Employed full-time,No,"Did not leave my home for non-critical needs, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",3+4,3+4,,,,
Google1,3/18/20 8:41,7,1985,Male,Asian/Asian American,94107,Employed full-time,No,"Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Cleaned surfaces with disinfecting wipes or sprays, Rescheduled or canceled pre-arranged travel plans, Increased frequency of hand washing with soap, Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",5+6,1+2,,,,
Google1,3/18/20 8:43,8,1988,Male,Asian/Asian American,94086,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Increased frequency of hand washing with soap",3+4,1+2,,,,
Google1,3/18/20 9:25,4,1988,Male,Caucasian,80303,Employed full-time,"Yes, due to their age (60+), Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",3+4,7+8,,,,
Google1,3/18/20 9:25,52,1979,Male,Caucasian,94002,Employed full-time,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Made an effort to avoid touching my eyes, nose and mouth, Increased frequency of hand washing with soap",3+4,3+4,,,,
Google1,3/18/20 10:13,12,1983,Female,Asian/Asian American,94114,Self-employed,"Yes, due to their age (60+)","Did not leave my home for non-critical needs, Maintained 3 feet distance between myself and other people outside of my household, Rescheduled or canceled pre-arranged travel plans",1+2,3+4,,,,
