Source,TimeFinished," On a scale of 1 to 10, how reasonable do you think the public reaction is to COVID-19 now? (1 is under-reacting and 10 is overreacting)","On a scale of 1 to 10, how much do you trust the government to respond to COVID-19 effectively? (1 is strongly distrust and 10 is strongly trust)"," ""COVID-19 has led me to drastically change my daily routines and the way I spend my day."" How much do you agree or disagree with this statement?", How many WEEKS do you think it'll take before your daily life returns to normal (like before COVID-19)? ," How are you doing financially today, compared to a year ago?"," Over the past week, have you been continually worried or anxious about a number of events or activities in your daily life?","In the past 3 days, did you work from home (WFH)?"," In the past 48 hours, I... (check all that apply)",,,,,,,,,,, Is any of your loved ones at higher risk of COVID-19? (check all that apply),,,,,What is your gender?,What is your annual household income?,What year were you born?,What is the zip code (i.e. postcal code) of the place you currently live in?,What country do you currently live in?,What is your employment status?,What is your ethnicity?,What industry are you part of?
Google1,3/17/2020 10:00:31,Strongly disagree,Disagree,Strongly agree,12,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,NR,1974,08540,USA,Employed part-time,Caucasian,NR
Google1,3/17/2020 10:39:55,Disagree,Strongly disagree,Agree,12,NR,NR,"No, I'm not employed or in school",,,,,,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,NR,1980,98033,USA,Not employed,"Caucasian, Asian/Asian American",NR
Google1,3/17/2020 10:44:26,Disagree,Disagree,Strongly agree,8,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,NR,1987,98122,USA,Employed full-time,Asian/Asian American,NR
Google1,3/17/2020 10:53:10,Strongly disagree,Neutral,Agree,52,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1978,11795,USA,Employed part-time,Caucasian,NR
Google1,3/17/2020 10:55:43,Strongly disagree,Strongly disagree,Strongly agree,12,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,,,,,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Female,NR,1978,10023,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 11:02:02,Disagree,Neutral,Strongly agree,7,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,NR,1975,94555,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 11:04:09,Strongly disagree,Strongly disagree,Strongly agree,16,NR,NR,"Yes, my employer/school gave an option to WFH",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Female,NR,1982,98033,USA,Employed full-time,"Caucasian, Asian/Asian American",NR
Google1,3/17/2020 11:07:37,Strongly disagree,Agree,Neutral,30,NR,NR,"No, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1981,94110,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 11:17:51,Neutral,Disagree,Strongly agree,12,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,No,,,,,Male,NR,1977,20853,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 11:19:33,Strongly disagree,Disagree,Strongly agree,25,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,NR,1977,95054,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 11:35:28,Strongly disagree,Disagree,Strongly agree,8,NR,NR,"Yes, my employer/school gave an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,NR,1982,97201,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 11:56:12,Disagree,Agree,Agree,8,NR,NR,"Yes, my employer/school gave an option to WFH",,,,,,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1981,NR,Canada,Employed full-time,Caucasian,NR
Google1,3/17/2020 11:57:58,Strongly disagree,Disagree,Agree,13,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,,,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,NR,1983,94041,USA,Employed full-time,Asian/Asian American,NR
Google1,3/17/2020 12:00:19,Strongly disagree,Disagree,Strongly agree,16,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,NR,1980,20910,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 12:13:08,Disagree,Disagree,Strongly agree,20,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,No,,,,,Male,NR,1984,02906,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 12:21:24,Strongly disagree,Strongly disagree,Strongly disagree,12,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,NR,1953,20781,USA,Employed part-time,Caucasian,NR
Google1,3/17/2020 13:26:12,Strongly disagree,Disagree,Agree,18,NR,NR,"Yes, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1983,94103,USA,Self-employed,"Caucasian, Jewish",NR
Google1,3/17/2020 13:34:20,Strongly disagree,Strongly disagree,Agree,7,NR,NR,"No, my employer/school didn't provide an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1989,10010,USA,Employed full-time,Asian/Asian American,NR
Google1,3/17/2020 13:35:15,Strongly agree,Agree,Strongly agree,8,NR,NR,"No, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,I don't know,,,,Female,NR,1991,94112,USA,Employed full-time,Hispanic/Latinx,NR
Google1,3/17/2020 14:47:41,Strongly agree,Strongly agree,Strongly agree,26,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,NR,1981,94041,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 14:53:55,Neutral,Strongly disagree,Strongly disagree,5,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Female,NR,1993,94103,USA,Employed full-time,Asian/Asian American,NR
Google1,3/17/2020 15:31:26,Disagree,Strongly disagree,Strongly agree,16,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1988,94123,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 15:56:44,Strongly disagree,Strongly disagree,Strongly agree,12,NR,NR,"Yes, my employer/school gave an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1982,89102,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 16:47:29,Strongly disagree,Strongly disagree,Strongly agree,20,NR,NR,"Yes, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1987,94158,USA,Self-employed,Asian/Asian American,NR
Google1,3/17/2020 16:52:33,Strongly disagree,Strongly disagree,Agree,9,NR,NR,"No, I'm not employed or in school",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,NR,1990,94110,USA,Self-employed,Caucasian,NR
Google1,3/17/2020 17:00:48,Strongly disagree,Neutral,Strongly agree,18,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1985,94043,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 17:47:38,Neutral,Neutral,Agree,30,NR,NR,"No, for other reasons",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,No,,,,,Male,NR,1981,NR,South Korea,Employed full-time,Prefer not to say,NR
Google1,3/17/2020 18:07:53,Strongly disagree,Strongly disagree,Strongly disagree,16,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1985,11217,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 18:09:17,Agree,Neutral,Strongly agree,2,NR,NR,I worked from home on some days,,,Attended in-person gatherings outside of my household,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,NR,1979,80211,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 18:21:23,Strongly disagree,Strongly disagree,Strongly agree,12,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,NR,1979,20012,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 19:02:13,Disagree,Strongly disagree,Strongly agree,110,NR,NR,"Yes, for other reasons",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Female,NR,1980,98028,USA,Employed full-time,Caucasian,NR
Google1,3/17/2020 20:06:42,Strongly agree,Strongly agree,Strongly disagree,12,NR,NR,"No, I'm not employed or in school",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,,Ate at a restaurant,,I don't know,,,,Male,NR,1937,92653,USA,Not employed,Caucasian,NR
Google1,3/17/2020 21:45:59,Neutral,Neutral,Disagree,8,NR,NR,"No, my employer/school didn't provide an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Male,NR,1991,92108,USA,Employed full-time,Asian/Asian American,NR
Google1,3/17/2020 22:58:31,Strongly agree,Agree,Agree,3,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1974,97221,USA,Employed full-time,Caucasian,NR
Google1,3/18/2020 5:33:26,Strongly disagree,Strongly disagree,Agree,10,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Female,NR,1984,02129,USA,Employed full-time,Caucasian,NR
Google1,3/18/2020 8:25:30,Disagree,Disagree,Strongly agree,6,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,No,,,,,Female,NR,1990,94086,USA,Employed full-time,Asian/Asian American,NR
Google1,3/18/2020 8:41:20,Neutral,Strongly disagree,Agree,7,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,No,,,,,Male,NR,1985,94107,USA,Employed full-time,Asian/Asian American,NR
Google1,3/18/2020 8:43:26,Disagree,Strongly disagree,Strongly agree,8,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,,,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,NR,1988,94086,USA,Employed full-time,Asian/Asian American,NR
Google1,3/18/2020 9:25:17,Disagree,Agree,Agree,4,NR,NR,"Yes, my employer/school gave an option to WFH",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1988,80303,USA,Employed full-time,Caucasian,NR
Google1,3/18/2020 9:25:51,Disagree,Disagree,Strongly agree,52,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,NR,1979,94002,USA,Employed full-time,Caucasian,NR
Google1,3/18/2020 10:13:26,Strongly disagree,Disagree,Disagree,12,NR,NR,"Yes, for other reasons",,,,,Rescheduled or canceled pre-arranged travel plans,,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Female,NR,1983,94114,USA,Self-employed,Asian/Asian American,NR
Google1,3/18/2020 12:17:42,Strongly disagree,Disagree,Agree,16,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,NR,1977,95014,USA,Employed full-time,Asian/Asian American,NR
Google1,3/18/2020 15:02:29,Strongly disagree,Disagree,Agree,10,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,NR,1990,94115,USA,Employed full-time,Asian/Asian American,NR
Google2,3/24/20 10:48,9,2,Agree,20,About the same,No,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,,,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Female,Prefer not to say,1989,94607,USA,Employed full-time,Asian/Asian American,"Computers (Hardware, software, internet)"
Google2,3/24/20 14:05,6,2,Neutral,20,About the same,No,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,,Cleaned surfaces with disinfecting wipes or sprays,,,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Female,"Between $50,000 and $74,999",1991,10467,USA,Employed full-time,Caucasian,Medical/ Healthcare
Google2,3/24/20 22:41,2,1,Agree,52,Somewhat worse,No,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Female,Prefer not to say,1991,10001,USA,Employed full-time,Prefer not to say,"Computers (Hardware, software, internet)"
Google2,3/24/20 23:28,3,1,Strongly disagree,50,Significantly worse,Yes,"Yes, for other reasons",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,"Between $75,000 and $99,999",1987,94158,USA,Self-employed,Asian/Asian American,Finance/Banking/Insurance
Google2,3/25/20 11:47,4,7,Agree,10,About the same,No,"Yes, for other reasons",,,,,,,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Female,"More than $200,000",1985,94114,USA,Not employed,Asian/Asian American,Prefer not to say
Google2,3/25/20 11:49,3,2,Agree,12,Somewhat better,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,"Between $150,000 and $199,000",1992,94118,USA,Employed full-time,Caucasian,Finance/Banking/Insurance
Google2,3/25/20 11:53,4,1,Strongly agree,16,Somewhat better,Yes,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Female,"Between $150,000 and $199,000",1987,94133,USA,Employed full-time,Caucasian,"Computers (Hardware, software, internet)"
Google2,3/25/20 11:54,4,5,Strongly disagree,5,Significantly better,No,"Yes, my employer/school gave an option to WFH",,,,,Rescheduled or canceled pre-arranged travel plans,,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,," Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)"," Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,"More than $200,000",1985,1742,USA,Employed full-time,Caucasian,"Computers (Hardware, software, internet)"
Google2,3/25/20 11:58,8,5,Agree,15,Significantly worse,No,"Yes, for other reasons",,,,,,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,,,No,,,,,Prefer not to say,Prefer not to say,1969,0,USA,Prefer not to say,Prefer not to say,Prefer not to say
